id,code,amount,user_id,purchase_id,expiration_date,create_date,update_date
536,0143-9713,338,942,,2024-03-24 06:41:50,2023-09-26 11:41:36,2024-03-20 06:02:43
537,41595-5523,456,398,,2023-07-04 08:47:12,2023-05-25 07:17:46,2024-01-20 23:58:37
538,52246-929,190,865,978,2024-04-02 22:25:33,2023-09-09 12:47:26,2023-10-13 03:31:20
539,0472-0803,143,323,672,2023-07-02 03:56:58,2023-10-01 08:38:38,2023-07-24 17:17:58
540,63187-116,446,786,989,2023-09-28 05:47:11,2023-10-21 14:31:58,2024-02-13 15:57:50
541,24236-254,312,60,252,2023-08-10 18:46:55,2023-12-06 22:50:45,2023-12-04 03:45:58
542,50181-0002,329,970,21,2024-01-08 20:20:32,2023-09-17 18:57:09,2024-02-25 19:57:37
543,68788-9845,186,470,,2023-09-27 01:28:11,2023-12-11 05:11:41,2024-01-13 18:23:28
544,10678-001,417,764,,2023-06-20 05:35:02,2023-06-06 02:48:27,2024-03-19 12:47:30
545,0536-3029,403,381,,2023-09-14 17:07:43,2023-12-23 00:28:18,2023-07-14 22:04:36
546,0093-2109,475,741,457,2024-02-22 13:17:48,2023-09-23 06:55:17,2023-10-28 12:52:30
547,13537-301,468,836,,2023-10-31 01:46:13,2023-11-24 16:15:01,2024-02-21 16:52:49
548,30142-663,255,772,874,2023-10-16 11:53:53,2023-12-23 04:04:48,2024-04-15 09:48:29
549,60575-515,468,935,736,2023-11-01 19:34:31,2023-11-13 03:34:36,2024-02-17 05:52:05
550,0264-7634,372,978,953,2024-05-20 11:25:14,2024-05-19 14:00:41,2024-03-13 21:00:59
551,0113-0142,291,799,,2024-03-11 15:46:44,2023-12-09 10:52:40,2023-07-29 03:49:35
552,59779-107,422,346,,2023-06-28 08:31:32,2024-02-09 05:56:49,2023-10-24 02:10:37
553,52125-773,259,363,,2024-02-23 08:06:23,2023-12-04 04:15:41,2024-04-02 23:37:39
554,27437-106,255,504,,2024-04-30 17:06:48,2024-04-20 01:19:34,2023-12-14 13:57:43
555,53329-042,200,725,333,2023-10-26 15:53:21,2023-12-28 00:29:01,2023-10-20 10:19:43
556,53033-002,359,957,,2024-05-14 08:08:22,2024-02-10 09:41:09,2023-11-02 13:02:28
557,63629-4765,201,907,989,2023-09-19 13:20:58,2023-10-16 06:33:17,2024-04-21 22:07:37
558,42254-033,184,434,908,2024-05-14 05:43:54,2024-05-06 19:08:28,2023-06-19 08:02:33
559,51285-092,212,874,480,2023-11-15 00:17:31,2023-12-01 13:29:48,2023-07-30 10:05:59
560,37012-506,377,132,,2023-11-17 03:35:26,2023-11-23 19:53:59,2024-03-15 08:22:32
561,55154-0626,419,866,981,2024-01-30 09:38:25,2023-06-14 14:32:40,2024-05-20 10:28:26
562,51345-063,377,766,,2023-12-15 14:45:26,2023-12-17 15:12:11,2023-12-11 02:27:16
563,0054-0176,240,180,716,2023-06-25 09:03:03,2023-11-06 23:50:28,2024-02-14 13:23:19
564,51531-4162,441,876,609,2023-07-01 08:47:07,2023-07-13 20:12:01,2024-02-17 15:56:49
565,66213-200,328,577,383,2023-07-09 11:00:48,2024-02-18 03:14:31,2023-05-28 16:04:37
566,36987-3395,482,469,871,2024-05-03 13:28:26,2024-02-08 22:43:36,2023-06-30 14:10:57
567,54868-2847,160,885,,2024-01-12 08:15:12,2024-02-09 06:03:04,2024-02-05 10:58:03
568,49035-141,316,756,716,2023-07-26 14:31:42,2023-08-29 07:52:57,2023-11-08 18:43:21
569,43596-0019,101,771,,2023-07-30 22:35:42,2023-12-04 14:47:53,2024-03-21 08:13:37
570,31720-202,310,647,396,2023-10-11 22:49:26,2024-03-19 15:42:14,2023-10-21 17:08:08
571,67296-0023,373,542,736,2023-11-30 19:51:49,2023-07-31 00:39:11,2024-04-01 12:01:28
572,54738-901,498,59,485,2023-11-29 19:09:05,2024-04-26 01:18:14,2023-06-15 07:32:21
573,49348-044,168,150,,2023-09-25 03:38:25,2024-02-14 09:03:37,2023-12-14 06:34:40
574,49349-071,474,575,,2024-04-02 21:09:04,2023-07-09 19:45:16,2024-05-08 14:42:05
575,0409-7922,323,425,,2023-06-17 06:01:45,2024-01-19 17:07:06,2023-09-28 21:31:24
576,44946-1015,383,190,98,2024-03-09 22:08:59,2024-01-14 06:33:13,2024-05-10 10:08:48
577,54458-980,259,137,276,2023-09-03 10:30:17,2023-08-07 17:36:02,2024-01-06 11:51:58
578,51393-4010,417,988,413,2024-01-18 23:57:41,2024-04-14 15:43:09,2023-10-03 17:57:01
579,59779-384,492,630,,2023-10-15 07:15:44,2023-05-22 03:38:13,2024-05-01 00:15:06
580,0186-0032,496,857,760,2023-06-05 20:48:53,2024-02-03 21:25:40,2023-11-24 03:18:36
581,31722-501,155,997,,2024-02-04 20:26:53,2023-08-08 04:36:15,2024-05-14 17:14:43
582,50184-1010,335,749,533,2024-05-07 00:32:46,2023-07-20 02:55:32,2023-09-24 15:34:21
583,54473-226,423,520,304,2023-11-08 22:54:32,2023-07-23 01:46:09,2024-01-01 11:36:35
584,49884-727,386,841,452,2023-06-13 17:21:20,2024-02-20 18:21:15,2023-09-28 20:10:00
585,61715-033,107,472,700,2023-08-18 04:50:51,2023-10-09 02:28:19,2023-08-15 00:11:19
586,58503-034,200,110,916,2024-05-06 20:13:36,2023-12-12 14:04:14,2023-05-22 09:18:01
587,50804-184,320,503,698,2024-02-08 16:15:46,2024-02-12 16:46:20,2023-10-31 23:20:10
588,43596-0009,248,252,903,2023-05-30 05:25:50,2023-08-30 13:05:18,2024-03-18 10:01:28
589,49348-123,155,216,786,2024-04-14 19:38:40,2023-12-08 04:37:17,2023-06-04 09:13:09
590,43353-303,424,360,,2023-06-21 10:36:35,2023-06-11 06:35:45,2024-01-08 05:47:14
591,55882-6013,267,616,,2023-09-07 13:42:22,2023-06-01 11:01:42,2024-02-06 16:29:02
592,10147-1700,137,221,,2024-04-16 20:35:58,2024-02-10 18:18:04,2024-05-20 11:28:36
593,37808-432,350,6,831,2023-05-24 02:34:11,2023-11-24 02:31:12,2023-08-19 00:58:12
594,60505-0097,400,144,276,2023-08-14 19:14:57,2023-11-28 23:55:19,2023-07-28 18:14:21
595,61957-0532,102,200,874,2024-02-22 09:23:46,2023-08-04 12:12:12,2024-03-23 02:38:03
596,59779-197,79,61,858,2023-06-13 05:16:57,2024-03-25 09:28:00,2024-04-08 08:39:40
597,0713-0704,414,110,,2024-02-10 02:39:30,2024-01-02 18:24:43,2023-08-07 22:35:29
598,0781-5076,267,597,,2023-11-14 15:44:02,2024-03-15 08:21:16,2024-03-11 21:44:57
599,68196-175,378,708,,2023-08-26 06:32:41,2024-05-05 20:29:01,2024-01-02 23:05:57
600,63739-440,59,524,724,2024-02-29 09:26:12,2024-05-08 23:06:06,2024-02-26 16:56:31
601,57520-0466,217,20,,2023-10-02 09:50:44,2023-06-03 18:31:55,2023-09-01 20:57:20
602,24236-404,99,495,,2024-03-25 06:47:11,2023-10-12 12:35:50,2023-11-17 11:42:04
603,52380-1274,402,427,,2023-08-19 08:09:37,2023-08-14 23:00:54,2023-09-07 17:05:29
604,0832-0465,183,757,905,2024-05-06 15:09:32,2024-04-18 09:33:27,2023-09-12 19:13:14
605,59779-402,365,211,,2024-02-28 11:32:57,2023-07-02 15:44:33,2024-01-05 06:48:19
606,68828-121,455,199,,2023-12-13 21:12:31,2023-09-22 02:13:48,2023-07-28 17:32:56
607,57520-0047,127,420,332,2024-05-18 10:18:39,2024-03-07 07:59:06,2023-07-24 02:22:05
608,0555-0715,414,434,174,2023-06-04 09:12:07,2023-12-23 11:44:04,2023-08-13 20:10:58
609,55316-434,284,551,812,2023-12-29 20:53:19,2024-04-27 09:26:02,2023-09-03 06:27:03
610,62011-0552,326,181,542,2023-12-01 02:31:57,2023-06-10 09:23:14,2023-08-02 05:02:00
611,21130-296,438,782,,2024-03-09 10:35:39,2023-07-10 14:11:17,2023-08-31 17:01:23
612,54162-009,196,339,472,2023-06-28 18:40:27,2024-04-10 14:20:22,2024-04-21 07:12:44
613,53057-014,393,206,,2024-01-07 22:09:15,2023-06-28 17:28:45,2023-09-20 06:26:50
614,36987-1593,200,38,11,2024-03-25 10:11:13,2023-07-22 20:30:53,2024-03-15 10:06:27
615,76464-001,94,1,,2023-08-11 15:39:58,2023-12-24 22:19:30,2023-11-11 16:49:00
616,54868-5166,98,782,594,2023-06-05 08:27:44,2024-02-13 20:35:44,2023-06-29 07:08:10
617,0121-1762,236,568,855,2023-07-15 17:24:05,2024-01-07 14:15:31,2023-09-17 08:08:26
618,0527-1394,245,314,344,2023-11-15 20:54:31,2024-02-29 01:25:57,2023-12-04 18:24:45
619,36987-1469,353,737,601,2023-07-02 01:50:17,2023-10-02 02:40:41,2024-02-02 17:52:17
620,0264-7682,414,334,,2023-12-23 03:51:34,2024-01-30 18:19:09,2024-02-03 20:48:05
621,58160-809,371,430,,2023-10-31 22:33:15,2023-09-24 22:56:43,2023-10-15 10:55:57
622,58232-0526,247,968,683,2023-11-07 18:51:21,2023-08-16 06:04:27,2024-04-07 12:34:56
623,16781-376,147,906,422,2023-06-24 07:57:18,2024-03-30 04:07:31,2024-04-18 00:42:19
624,45146-110,413,361,,2023-07-14 08:37:20,2024-04-04 00:46:59,2024-05-04 15:20:18
625,68151-5044,57,481,,2024-01-21 08:58:42,2024-01-08 13:24:02,2023-08-14 08:01:52
626,55154-1496,234,406,992,2023-06-10 00:23:34,2023-07-07 08:21:18,2023-08-30 23:53:21
627,12745-109,382,304,964,2024-04-26 12:02:51,2023-06-04 22:48:01,2023-08-26 08:09:29
628,36987-2350,386,765,91,2023-06-01 16:25:01,2024-04-09 11:34:04,2024-04-28 09:31:48
629,61715-057,308,521,38,2024-03-08 04:13:42,2024-03-18 01:05:44,2024-01-05 20:33:22
630,69106-120,309,598,,2023-09-05 03:45:01,2023-06-05 17:28:50,2023-08-21 16:50:02
631,76019-100,102,207,427,2023-11-26 17:04:35,2023-06-13 19:56:09,2024-01-05 16:29:27
632,0009-3359,356,601,197,2024-02-03 09:23:35,2024-01-08 20:51:26,2023-10-31 15:15:59
633,36987-2826,323,195,,2023-05-26 15:28:22,2024-03-02 21:20:35,2024-03-27 09:19:46
634,52125-807,313,922,114,2024-02-19 08:05:29,2023-06-14 13:24:21,2024-02-19 14:57:09
635,49738-668,267,603,,2023-12-01 21:00:57,2024-05-18 03:51:25,2024-03-04 10:39:00
636,58232-0803,68,189,359,2023-08-19 17:16:27,2023-08-30 11:03:14,2023-06-10 20:35:51
637,76282-405,289,163,259,2023-12-04 10:53:09,2024-03-04 13:27:52,2023-06-13 01:25:03
638,50484-309,130,256,,2023-09-07 07:25:42,2024-01-13 07:12:33,2023-06-15 00:03:35
639,64117-216,154,38,667,2023-08-15 11:11:58,2024-01-31 19:53:38,2024-04-26 07:37:49
640,0944-2841,321,546,450,2024-01-11 21:01:13,2024-02-01 08:45:09,2023-09-04 09:19:19
641,76126-101,133,754,186,2024-01-09 19:01:34,2023-06-24 09:23:01,2024-05-04 20:26:39
642,10096-0144,97,472,895,2023-12-19 17:09:08,2023-06-18 06:30:01,2023-07-21 16:52:19
643,51346-162,416,855,,2024-01-09 18:46:50,2024-01-29 09:56:22,2024-03-16 09:16:38
644,11822-2180,252,181,926,2023-05-25 12:03:46,2024-05-15 22:59:28,2023-11-25 21:08:22
645,63629-1579,423,56,532,2024-01-29 03:40:38,2023-05-22 17:01:35,2024-02-01 17:25:52
646,52125-387,168,936,869,2023-05-25 07:12:53,2024-05-20 18:23:02,2024-01-06 08:25:54
647,63783-008,426,323,,2023-10-10 22:31:21,2023-11-10 04:24:31,2023-09-06 20:42:57
648,52125-098,449,949,942,2023-08-24 09:26:34,2024-02-20 04:08:59,2023-10-10 13:05:34
649,41520-521,117,457,361,2024-01-21 03:21:15,2023-07-28 12:08:03,2024-03-24 14:57:03
650,24236-493,81,212,344,2024-04-09 02:48:09,2024-04-08 06:12:16,2024-02-08 06:21:27
651,67510-0159,256,957,269,2024-04-12 10:50:28,2024-04-27 18:48:45,2024-02-18 03:43:48
652,0113-0065,72,720,,2023-10-01 02:02:19,2024-01-01 06:23:10,2024-05-16 06:14:05
653,54738-907,110,492,844,2023-08-16 14:04:33,2023-06-27 16:15:04,2024-05-16 23:38:52
654,0603-0842,470,449,,2023-09-22 12:35:15,2023-11-06 14:31:10,2024-02-21 01:37:31
655,54569-0871,425,691,,2023-10-09 08:26:02,2024-02-27 15:20:56,2023-12-05 06:00:31
656,53746-218,174,313,479,2023-09-16 19:49:23,2024-05-20 23:01:32,2023-11-01 14:02:13
657,49288-0053,397,104,887,2023-09-09 02:56:26,2023-06-05 05:52:33,2024-02-03 19:42:46
658,63672-0005,478,867,,2023-07-22 00:25:22,2024-03-12 12:49:00,2023-10-25 13:56:51
659,52584-213,448,932,838,2023-06-29 03:35:46,2024-01-28 03:15:05,2024-05-14 05:52:24
660,0179-0108,60,686,380,2023-06-20 15:56:39,2023-10-20 03:57:59,2024-05-14 10:15:50
661,54868-1326,438,708,,2023-05-22 10:46:12,2023-05-28 08:00:17,2023-12-03 20:35:13
662,63717-333,407,42,,2023-10-01 17:22:35,2023-10-11 15:22:27,2024-03-18 06:04:09
663,36987-2013,331,734,431,2023-06-06 09:35:01,2023-08-07 02:16:47,2024-05-17 10:59:27
664,60681-8003,127,501,414,2023-09-21 10:51:53,2023-08-29 08:17:59,2024-01-03 00:55:31
665,48951-3077,267,777,464,2023-07-21 18:58:38,2023-09-14 12:00:19,2023-10-03 19:27:12
666,31722-517,308,460,,2024-03-16 13:29:37,2023-07-05 00:11:47,2024-03-19 12:44:15
667,67877-164,494,438,655,2023-06-18 13:56:54,2023-12-12 09:47:18,2023-06-25 14:13:09
668,55154-5715,113,352,724,2023-09-02 11:39:38,2023-06-16 06:18:44,2023-08-21 07:41:18
669,41250-183,176,835,71,2023-07-20 09:01:04,2024-03-15 16:44:13,2024-05-03 05:18:32
670,68084-735,99,727,743,2023-12-07 22:13:21,2024-01-05 14:35:10,2023-09-16 23:52:56
671,41163-561,135,801,,2023-05-27 18:44:40,2024-04-15 21:43:42,2023-08-26 21:15:08
672,68001-131,193,855,56,2023-07-21 19:19:33,2023-06-13 10:29:56,2023-09-25 00:48:00
673,43458-1005,443,689,,2024-04-09 12:36:09,2024-05-11 20:59:51,2023-07-30 05:39:31
674,0173-0830,468,344,286,2023-09-28 18:12:22,2023-10-28 23:26:51,2023-09-17 11:41:51
675,0168-0071,312,671,403,2024-03-02 05:05:50,2023-05-29 04:46:37,2023-08-22 04:32:05
676,0268-0170,417,450,496,2023-07-26 15:42:24,2023-10-05 19:34:22,2023-12-22 09:27:10
677,52685-315,199,520,455,2023-10-24 21:26:52,2023-09-15 12:43:07,2023-10-29 19:02:00
678,57520-0236,148,77,624,2024-05-06 04:58:17,2023-10-17 06:52:31,2024-02-18 04:56:29
679,49035-546,60,444,360,2024-03-19 21:06:53,2023-09-23 07:25:29,2023-10-23 23:48:59
680,49520-301,131,838,985,2023-09-09 19:14:13,2024-04-10 12:16:17,2023-08-08 17:10:35
681,0115-9822,366,658,,2024-01-21 22:31:10,2023-05-29 01:30:57,2024-04-29 12:27:19
682,13733-016,459,569,,2023-12-25 16:25:45,2024-01-06 04:11:50,2023-10-23 18:02:38
683,63824-284,341,894,549,2024-01-14 13:42:28,2023-12-04 11:45:56,2024-05-20 20:49:42
684,16714-348,268,292,617,2023-09-19 05:28:33,2023-08-21 01:44:16,2023-09-04 16:53:51
685,76237-208,430,121,,2024-01-26 14:58:48,2024-01-15 23:31:00,2024-04-24 16:52:23
686,48951-8125,436,760,,2024-03-24 08:08:17,2023-11-03 20:50:44,2023-08-03 04:57:05
687,60905-0022,448,612,,2023-09-04 22:11:01,2023-10-25 19:44:56,2023-07-18 05:58:53
688,67938-1081,408,843,711,2023-12-15 03:56:58,2024-03-11 21:57:16,2023-09-11 12:05:08
689,62011-0014,375,276,265,2023-11-09 04:20:20,2023-10-07 19:21:12,2024-02-06 22:18:15
690,49580-3412,332,471,,2023-08-21 01:24:16,2024-01-02 11:12:07,2023-12-24 21:58:06
691,65044-6584,388,979,954,2024-04-18 18:28:59,2024-02-17 07:22:21,2024-01-06 01:49:38
692,63739-545,96,573,504,2023-07-21 23:47:51,2023-08-31 20:44:58,2024-01-17 07:42:39
693,55526-0005,383,216,650,2023-08-28 12:44:23,2023-11-29 04:01:44,2024-02-16 23:41:38
694,42002-403,250,15,951,2024-03-24 16:54:05,2023-11-13 16:12:40,2023-08-22 21:06:07
695,52083-056,205,743,,2024-05-05 19:16:39,2024-05-02 01:21:28,2023-09-05 03:31:53
696,49371-027,439,232,,2023-11-16 22:21:49,2023-09-14 00:57:17,2024-02-07 20:59:09
697,49349-914,83,58,112,2023-08-31 10:39:02,2024-03-24 16:54:02,2023-08-23 13:57:33
698,59883-175,303,995,390,2023-07-20 14:41:01,2023-12-06 05:03:53,2024-04-05 16:28:46
699,55292-201,118,528,205,2023-09-30 21:46:55,2023-08-25 01:30:35,2023-10-31 18:32:58
700,0338-1145,162,720,,2023-12-25 17:34:43,2023-08-27 11:40:54,2023-12-14 15:48:48
701,59078-048,196,834,,2023-07-27 13:56:54,2023-09-14 15:37:31,2024-04-27 19:44:58
702,16729-228,366,690,351,2023-11-05 13:58:44,2023-06-14 09:00:58,2023-12-14 11:19:26
703,49738-604,88,344,,2023-06-27 19:31:45,2024-03-25 15:18:46,2023-07-08 02:04:35
704,57520-0502,219,56,971,2023-09-29 03:47:02,2023-06-27 13:15:54,2023-12-07 00:12:00
705,43857-0259,270,931,374,2024-02-09 04:53:22,2023-07-01 01:13:37,2024-03-12 17:23:14
706,13537-069,125,153,998,2023-09-10 23:22:55,2024-05-16 19:19:23,2023-10-03 04:13:58
707,0615-4582,81,926,401,2023-06-12 01:58:11,2023-09-02 12:56:41,2023-10-09 22:47:31
708,53033-004,322,182,535,2023-10-07 18:57:33,2024-03-25 15:22:11,2024-02-02 14:58:18
709,65862-599,377,636,,2023-05-30 15:33:09,2023-12-06 19:31:49,2024-03-14 17:19:46
710,63459-541,342,847,785,2023-09-02 08:32:51,2023-12-15 03:24:47,2024-01-16 07:05:50
711,11673-647,68,738,,2024-01-04 14:43:35,2024-02-07 18:01:41,2024-01-31 05:08:43
712,49199-100,289,203,272,2024-01-11 18:33:08,2023-12-19 09:19:50,2023-11-12 17:07:14
713,43857-0040,75,932,,2023-12-14 01:33:18,2024-03-02 10:24:44,2023-08-24 12:03:48
714,66116-376,326,853,,2024-03-16 17:35:07,2024-03-29 05:25:27,2024-01-02 02:27:35
715,41268-368,108,944,,2024-02-14 04:27:44,2024-03-25 17:00:52,2024-02-06 14:31:34
716,55111-648,186,534,965,2024-01-16 12:34:27,2023-07-02 02:24:42,2023-06-04 18:45:16
717,0085-0370,165,160,517,2023-10-08 16:59:16,2023-09-09 03:56:18,2024-03-16 00:09:46
718,21695-520,331,480,,2023-06-06 20:16:59,2023-06-20 01:04:17,2023-09-14 13:22:33
719,59640-098,449,642,,2023-10-14 19:30:20,2024-02-26 09:06:06,2024-02-09 00:58:36
720,49035-699,52,234,,2023-09-06 11:08:47,2023-06-02 15:49:02,2024-03-14 18:27:11
721,13107-074,130,791,,2024-01-09 15:13:33,2024-05-09 19:14:45,2023-12-21 10:29:49
722,63323-399,91,875,703,2023-10-22 18:23:10,2023-10-18 02:56:21,2023-09-21 01:45:39
723,37205-538,363,850,102,2024-04-16 01:06:33,2024-03-28 10:43:41,2024-05-02 13:44:10
724,0591-5658,202,993,645,2023-11-23 07:46:50,2023-11-13 19:17:22,2023-10-04 21:19:41
725,37000-673,383,100,,2023-11-10 08:32:23,2024-04-22 11:35:21,2023-11-13 10:26:33
726,43598-203,492,998,544,2023-10-03 08:22:11,2024-04-03 11:30:45,2023-12-13 02:34:06
727,31722-206,422,262,,2024-03-16 00:40:58,2023-09-11 20:41:19,2023-09-23 07:30:55
728,60505-3145,96,763,228,2023-07-03 16:17:18,2023-11-26 03:40:57,2023-12-29 14:26:06
729,64980-172,262,526,637,2023-10-07 02:02:27,2023-06-25 08:18:07,2023-07-19 04:13:57
730,76126-075,168,239,844,2024-01-24 20:42:47,2023-12-12 08:43:14,2023-08-24 04:18:06
731,24236-543,172,363,909,2023-12-26 08:15:01,2023-05-21 10:26:55,2024-01-20 15:16:26
732,65321-026,170,309,811,2024-05-14 00:11:39,2023-07-24 17:11:11,2024-04-04 17:31:45
733,43353-748,176,486,778,2023-05-21 05:48:20,2024-05-20 21:37:22,2023-06-10 19:08:34
734,65643-330,360,740,871,2024-02-16 12:28:13,2024-05-09 13:23:30,2024-02-23 08:15:37
735,49035-054,453,561,,2023-09-23 22:16:14,2023-12-27 07:55:13,2023-06-12 16:35:06
736,42192-115,271,937,968,2023-10-26 07:52:26,2024-02-20 06:53:32,2023-08-15 22:16:59
737,68788-2027,257,976,,2023-12-31 12:32:56,2023-08-15 20:47:01,2024-03-02 06:34:13
738,0781-3301,145,528,759,2023-10-13 16:57:38,2024-01-21 08:59:56,2023-10-03 10:07:35
739,55154-6263,488,243,700,2024-01-14 00:33:36,2023-11-02 10:59:53,2023-11-30 07:14:27
740,61957-2104,362,151,,2023-06-30 15:54:33,2024-03-28 12:27:23,2023-10-24 00:03:19
741,0009-5178,499,204,465,2024-03-21 15:21:45,2023-08-15 13:55:12,2023-12-28 09:03:59
742,52747-480,452,47,631,2023-09-08 16:06:29,2023-10-17 21:57:41,2023-12-10 11:22:59
743,67253-233,217,820,774,2023-06-28 18:22:12,2023-07-11 10:51:27,2024-01-28 05:28:23
744,43386-160,360,685,850,2023-10-31 06:22:30,2023-10-19 03:44:37,2024-04-04 11:51:36
745,51327-200,307,946,10,2023-07-22 07:58:40,2023-06-16 00:43:23,2023-12-30 16:49:11
746,64942-1105,248,901,,2023-11-04 07:41:56,2023-05-24 13:18:59,2023-12-16 01:11:00
747,29500-2264,203,103,232,2023-10-09 14:50:26,2024-05-16 19:36:01,2023-11-12 20:15:15
748,10819-3912,432,30,173,2023-11-19 03:47:50,2023-06-23 17:32:08,2023-12-25 01:40:33
749,0054-0028,52,656,,2024-04-16 16:23:43,2023-12-24 17:51:59,2023-05-21 14:54:24
750,0268-1299,183,415,722,2024-04-24 12:00:28,2023-09-06 03:10:49,2023-11-04 21:06:00
751,58118-4745,73,119,977,2024-04-20 06:35:11,2023-08-18 13:06:53,2023-09-27 16:00:51
752,50268-100,420,965,465,2023-09-07 05:38:33,2023-07-02 10:35:02,2024-05-17 10:06:17
753,68258-3012,478,13,452,2023-06-09 20:06:28,2023-10-03 09:48:11,2023-11-11 05:16:44
754,0372-0043,51,6,515,2023-09-28 01:54:38,2024-04-27 02:29:04,2023-09-06 13:34:34
755,63777-806,489,498,524,2023-10-22 15:09:56,2023-09-11 01:03:00,2023-12-29 07:06:26
756,58914-600,218,141,230,2024-03-18 17:21:42,2023-08-05 17:32:29,2023-11-23 01:27:05
757,52124-1200,423,174,,2024-01-30 14:54:33,2023-12-19 20:30:24,2024-02-24 18:55:42
758,68084-389,248,604,576,2024-04-04 00:44:24,2023-08-25 22:20:41,2024-04-13 06:40:54
759,0002-7635,328,451,,2023-08-22 05:47:35,2023-06-10 12:16:44,2024-01-03 11:10:57
760,68788-9524,120,531,926,2023-07-20 22:39:54,2024-02-10 14:13:35,2024-04-14 12:36:01
761,63629-1349,496,884,,2023-11-17 21:31:02,2023-06-18 11:39:22,2023-10-31 10:41:40
762,11673-165,92,457,,2023-05-23 01:59:01,2024-01-03 18:57:32,2023-07-19 01:46:56
763,51079-519,403,930,,2023-08-23 05:41:08,2023-05-26 11:31:47,2023-07-27 06:20:13
764,36987-2052,225,822,692,2023-09-02 15:55:27,2023-12-17 15:51:58,2024-04-02 08:21:46
765,68084-062,219,963,,2024-01-18 02:24:05,2024-03-05 16:22:59,2023-08-15 13:51:22
766,0517-0746,95,693,,2023-07-22 02:25:55,2024-01-25 15:21:09,2024-05-11 01:37:40
767,55312-851,91,550,392,2023-11-03 21:57:15,2023-07-18 12:46:38,2023-12-13 10:02:23
768,69145-201,488,62,169,2024-02-18 16:26:29,2024-02-19 13:28:35,2024-01-10 07:54:09
769,70253-106,291,271,693,2024-05-03 14:15:09,2023-10-11 02:44:03,2024-03-09 20:41:50
770,0185-0042,392,707,973,2023-12-06 20:07:42,2023-06-24 03:14:16,2024-02-22 00:34:47
771,43419-025,205,494,563,2024-03-13 07:08:15,2024-02-02 02:45:15,2023-06-02 01:48:37
772,50111-468,132,851,915,2023-10-25 14:55:10,2023-09-13 02:54:17,2023-10-28 16:11:22
773,50419-862,222,402,,2023-10-16 23:52:24,2023-12-01 18:32:27,2024-01-16 16:07:44
774,0555-0877,395,506,636,2024-02-21 18:53:00,2024-01-03 05:23:08,2023-06-07 17:19:41
775,55316-496,383,21,,2023-10-25 01:12:24,2023-08-26 21:54:24,2023-09-16 17:28:13
776,49260-615,89,173,148,2023-11-24 00:31:04,2024-01-25 09:51:12,2024-03-04 06:05:30
777,66993-416,211,396,526,2023-07-14 07:55:23,2023-07-21 16:41:20,2024-01-21 22:24:36
778,50112-514,142,367,,2023-06-06 20:40:12,2024-04-22 07:49:19,2023-08-18 18:50:05
779,42254-019,245,79,851,2023-12-09 03:57:05,2024-02-06 13:29:49,2024-03-09 10:39:18
780,0143-1771,319,678,167,2023-09-14 13:19:38,2024-01-06 17:29:36,2023-11-10 18:13:14
781,0268-0628,456,452,,2024-01-25 18:45:57,2023-08-29 19:38:08,2023-08-10 18:26:59
782,48951-2073,91,214,893,2023-06-17 09:42:02,2024-04-29 16:47:06,2023-11-11 19:59:22
783,50383-024,251,710,642,2024-01-19 02:16:56,2024-03-30 05:54:13,2023-10-08 21:05:25
784,76268-001,384,518,757,2023-11-21 05:37:19,2023-09-18 11:11:17,2023-09-11 04:11:33
785,65841-626,379,687,49,2024-05-06 08:41:27,2023-07-26 09:52:44,2023-08-01 22:11:18
786,76296-008,180,784,376,2024-02-18 01:13:28,2023-10-26 01:28:54,2023-12-27 08:27:46
787,59779-424,358,889,482,2023-06-06 12:12:46,2023-07-07 20:32:50,2023-08-10 15:38:30
788,43846-0025,230,929,,2024-04-13 07:40:19,2024-04-09 09:51:47,2023-10-23 02:32:24
789,76237-132,449,806,687,2023-11-05 20:05:29,2023-09-17 11:42:26,2023-09-30 01:47:46
790,60781-1001,203,647,,2024-03-18 04:18:34,2023-08-08 09:53:13,2024-02-26 15:49:33
791,51079-980,103,122,,2024-03-07 13:53:20,2023-06-14 02:17:47,2023-11-07 14:09:03
792,42254-073,162,900,902,2024-05-18 12:01:26,2023-12-21 08:35:41,2023-09-12 15:07:47
793,30142-308,274,671,,2024-01-19 18:10:37,2023-11-25 20:29:13,2023-09-10 12:20:58
794,65862-199,285,598,685,2023-11-06 12:13:16,2024-01-30 07:17:10,2024-02-20 17:28:10
795,0268-1235,367,366,62,2023-11-07 06:18:33,2023-09-05 17:11:10,2023-12-24 02:18:12
796,33261-336,214,611,,2023-07-14 18:42:52,2024-02-24 09:36:44,2023-11-11 22:25:50
797,41163-871,176,653,901,2023-09-03 03:02:21,2024-05-13 03:13:17,2024-02-07 21:29:52
798,21695-204,454,546,71,2023-09-09 01:33:32,2023-12-28 05:05:56,2023-06-18 12:16:47
799,63323-064,108,568,9,2024-05-14 10:16:08,2024-02-19 23:31:44,2023-08-21 11:27:36
800,0378-1550,212,22,289,2024-03-14 17:35:03,2023-12-08 20:42:53,2024-01-27 06:34:22
801,55312-063,284,833,331,2024-02-22 14:56:55,2023-09-22 07:31:48,2023-10-17 04:42:34
802,11084-127,242,338,224,2023-05-27 16:17:18,2023-10-03 20:53:33,2024-04-10 07:02:16
803,47593-491,62,849,464,2023-10-29 06:36:15,2024-04-05 07:02:46,2023-11-23 08:32:51
